"hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","market_segment","reserved_room_type","customer_type","adr","total_of_special_requests"
"City Hotel",0,11,2016,"July",30,18,1,2,1,0,0,"BB","Offline TA/TO","E","Transient",174.33,0
"City Hotel",0,226,2016,"July",30,22,0,2,1,0,0,"BB","Groups","A","Transient-Party",64.25,0
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,1,0,0,"BB","Groups","A","Transient-Party",64.25,0
"City Hotel",0,226,2016,"July",30,22,0,2,1,0,0,"BB","Groups","A","Transient-Party",64.25,0
"City Hotel",0,226,2016,"July",30,22,0,2,1,0,0,"BB","Groups","A","Transient-Party",64.25,0
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,1,0,0,"BB","Groups","A","Transient-Party",64.25,0
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,226,2016,"July",30,22,0,2,1,0,0,"BB","Groups","A","Transient-Party",64.25,0
"City Hotel",0,226,2016,"July",30,22,0,2,2,0,0,"BB","Groups","A","Transient-Party",76.5,1
"City Hotel",0,0,2016,"July",30,23,0,1,2,0,0,"SC","Online TA","A","Transient",82.66,0
"City Hotel",0,0,2016,"July",31,28,0,1,1,0,0,"BB","Online TA","A","Transient",108.11,0
"City Hotel",0,0,2016,"July",31,29,0,1,2,0,0,"SC","Online TA","A","Transient",61.68,0
"City Hotel",0,4,2016,"August",32,2,0,1,3,0,0,"BB","Direct","E","Transient",205,0
"City Hotel",0,11,2016,"August",32,2,0,1,2,1,0,"BB","Online TA","A","Transient",138.5,1
"City Hotel",0,4,2016,"August",32,2,0,1,1,1,0,"SC","Online TA","A","Transient",93.56,0
"City Hotel",0,4,2016,"August",32,2,0,1,2,1,0,"SC","Online TA","A","Transient",97.41,0
"City Hotel",0,4,2016,"August",32,2,0,1,2,0,0,"SC","Online TA","A","Transient",92.93,0
"City Hotel",0,23,2016,"August",32,3,0,2,2,0,0,"BB","Online TA","A","Transient",151,1
"City Hotel",0,131,2016,"August",32,3,0,3,2,0,0,"BB","Offline TA/TO","A","Transient",87.03,3
"City Hotel",0,7,2016,"August",32,6,0,1,2,2,0,"BB","Online TA","F","Transient",240,1
"City Hotel",0,236,2016,"August",32,2,0,5,2,0,0,"BB","Corporate","A","Transient",89,0
"City Hotel",0,11,2016,"August",33,8,1,0,2,2,0,"BB","Online TA","F","Transient",191.35,1
"City Hotel",0,221,2016,"August",33,12,0,1,1,0,0,"HB","Offline TA/TO","A","Transient-Party",73,0
"City Hotel",0,116,2016,"August",33,12,0,1,2,2,0,"BB","Online TA","G","Transient",202.74,1
"City Hotel",0,40,2016,"August",33,13,1,1,2,0,0,"BB","Online TA","G","Transient",205.38,1
"City Hotel",0,11,2016,"August",33,13,2,2,2,0,0,"SC","Online TA","A","Transient",139,0
"City Hotel",0,6,2016,"August",34,15,1,2,2,0,0,"BB","Online TA","D","Transient",180.67,1
"City Hotel",0,0,2016,"August",34,17,0,1,1,0,0,"BB","Online TA","A","Transient",138,0
"City Hotel",0,0,2016,"August",34,18,0,1,1,0,0,"BB","Direct","A","Transient",109,0
"City Hotel",0,320,2016,"August",34,18,0,2,2,0,0,"HB","Offline TA/TO","A","Transient-Party",115,1
"City Hotel",0,5,2016,"August",34,20,0,1,2,0,0,"BB","Online TA","A","Transient",130,1
"City Hotel",0,155,2016,"August",35,21,1,0,2,0,0,"SC","Online TA","A","Transient",94.5,1
"City Hotel",0,155,2016,"August",35,21,1,0,2,1,0,"BB","Online TA","A","Transient",121.5,1
"City Hotel",0,0,2016,"August",34,19,2,2,2,0,0,"SC","Online TA","A","Transient",78.42,0
"City Hotel",0,7,2016,"August",35,23,0,1,2,0,0,"SC","Online TA","A","Transient",128,1
"City Hotel",0,0,2016,"August",35,23,0,1,2,0,0,"SC","Online TA","A","Transient",139,0
"City Hotel",0,168,2016,"August",34,20,2,2,2,1,0,"BB","Online TA","D","Transient",99.87,1
"City Hotel",0,1,2016,"August",35,24,0,1,1,0,0,"SC","Online TA","A","Transient",81.19,0
"City Hotel",0,21,2016,"August",35,24,0,1,2,1,0,"SC","Online TA","A","Transient",146.5,2
"City Hotel",0,32,2016,"August",35,23,0,3,2,2,0,"BB","Direct","E","Transient",182.95,2
"City Hotel",0,4,2016,"August",35,25,0,1,2,0,0,"BB","Online TA","A","Transient",149,1
"City Hotel",0,10,2016,"August",35,22,1,4,3,0,0,"BB","Online TA","G","Transient",160.16,1
"City Hotel",0,112,2016,"August",35,24,0,4,2,0,0,"BB","Offline TA/TO","E","Transient",92.65,2
"City Hotel",0,8,2016,"August",35,22,1,5,2,0,0,"BB","Online TA","D","Transient",99.46,1
"City Hotel",0,112,2016,"August",35,24,0,4,2,0,0,"BB","Offline TA/TO","E","Transient",92.65,2
"City Hotel",0,1,2016,"August",35,26,1,2,1,0,0,"BB","Online TA","D","Transient",174,1
"City Hotel",0,19,2016,"August",36,28,2,1,2,0,0,"SC","Online TA","A","Transient",113,2
"City Hotel",0,22,2016,"August",36,30,0,2,2,1,0,"BB","Online TA","G","Group",199.82,1
"City Hotel",0,0,2016,"August",36,30,0,2,2,0,0,"SC","Online TA","A","Transient",77.71,0
"City Hotel",0,26,2016,"August",36,28,2,3,3,0,0,"BB","Direct","E","Transient",165.83,0
"City Hotel",0,0,2016,"September",36,1,0,1,2,0,0,"SC","Online TA","A","Transient",99.63,0
"City Hotel",0,28,2016,"September",36,1,0,1,2,0,0,"SC","Online TA","A","Transient",110,0
"City Hotel",0,191,2016,"August",36,30,0,4,2,0,0,"BB","Online TA","D","Transient",84.43,1
"City Hotel",0,191,2016,"August",36,30,0,4,1,0,0,"BB","Online TA","D","Transient",84.43,2
"City Hotel",0,64,2016,"September",36,2,0,1,2,1,0,"BB","Online TA","A","Transient",145.5,2
"City Hotel",0,3,2016,"September",36,2,0,1,2,0,0,"BB","Direct","D","Transient",140,1
"City Hotel",0,0,2016,"September",36,2,0,1,2,0,0,"SC","Online TA","A","Transient",94.1,0
"City Hotel",0,182,2016,"September",36,3,0,1,2,0,0,"BB","Online TA","A","Transient",97.71,1
"City Hotel",0,62,2016,"September",36,3,0,1,2,0,0,"BB","Online TA","A","Transient",109.8,1
"City Hotel",0,62,2016,"September",36,3,2,1,2,0,0,"BB","Online TA","A","Transient",109.8,2
"City Hotel",0,23,2016,"September",37,5,1,0,2,0,0,"BB","Online TA","A","Transient",93.94,1
"City Hotel",0,50,2016,"September",36,1,2,4,2,0,0,"SC","Direct","D","Transient",124.58,0
"City Hotel",0,40,2016,"September",37,7,0,1,2,0,0,"BB","Direct","E","Transient",149.4,0
"City Hotel",0,9,2016,"September",37,4,2,2,1,0,0,"BB","Online TA","D","Transient",94.86,1
"City Hotel",0,12,2016,"September",37,8,0,1,2,0,0,"SC","Online TA","A","Transient",129,2
"City Hotel",0,1,2016,"September",36,2,2,5,1,0,0,"BB","Aviation","A","Transient",110,0
"City Hotel",0,32,2016,"September",36,2,2,5,3,1,0,"BB","Direct","G","Transient",232.59,0
"City Hotel",0,40,2016,"September",37,7,0,2,2,0,0,"BB","Direct","E","Transient",158.4,0
"City Hotel",0,52,2016,"September",37,7,0,2,3,0,0,"BB","Online TA","D","Transient",149.4,2
"City Hotel",0,67,2016,"September",37,7,0,3,2,0,0,"BB","Online TA","D","Transient",114.34,1
"City Hotel",0,80,2016,"September",37,4,2,4,1,0,0,"BB","Offline TA/TO","A","Transient-Party",85,0
"City Hotel",0,88,2016,"September",36,3,2,5,1,0,0,"BB","Offline TA/TO","A","Transient-Party",85,1
"City Hotel",0,0,2016,"September",37,4,2,4,1,0,0,"BB","Offline TA/TO","A","Transient-Party",85,1
"City Hotel",0,23,2016,"September",37,8,0,2,2,0,0,"BB","Online TA","A","Transient",130,1
"City Hotel",0,116,2017,"May",21,22,1,0,2,0,0,"BB","Direct","A","Transient",126,3
"City Hotel",0,213,2016,"September",37,8,0,3,2,0,0,"BB","Online TA","D","Transient",117.11,1
"City Hotel",0,39,2016,"September",38,12,1,5,1,0,0,"BB","Groups","A","Transient-Party",108,0
"City Hotel",0,50,2016,"September",37,10,1,1,2,0,0,"BB","Direct","D","Transient",145.8,2
"City Hotel",0,0,2016,"September",38,11,1,0,1,0,0,"SC","Online TA","A","Transient",85.03,0
"City Hotel",0,2,2016,"September",38,11,1,0,2,0,0,"BB","Direct","D","Transient",145,1
"City Hotel",0,14,2016,"September",38,11,1,0,1,0,0,"SC","Online TA","A","Transient",89,2
"City Hotel",0,38,2016,"September",37,10,1,1,2,0,0,"BB","Direct","D","Transient",170.57,2
"City Hotel",0,17,2016,"September",38,11,2,0,2,0,0,"SC","Direct","A","Transient",93.5,2
"City Hotel",0,34,2016,"September",38,11,2,0,2,0,0,"SC","Online TA","A","Transient",125.1,2
"City Hotel",0,40,2016,"September",38,13,0,4,1,0,0,"BB","Groups","A","Transient-Party",108,0
"City Hotel",0,78,2016,"September",38,11,2,0,3,0,0,"BB","Online TA","F","Transient",160.08,1
"City Hotel",0,5,2016,"September",38,12,1,0,2,0,0,"BB","Direct","A","Transient",121.63,2
"City Hotel",0,94,2016,"September",38,11,2,1,2,0,0,"BB","Online TA","A","Transient",135.9,2
"City Hotel",0,3,2016,"September",38,12,1,2,2,0,0,"BB","Offline TA/TO","A","Transient",95,0
"City Hotel",0,121,2016,"September",37,9,2,4,2,1,0,"SC","Online TA","A","Transient",89.76,0
"City Hotel",0,58,2016,"September",38,14,0,2,2,0,0,"BB","Online TA","D","Transient",124.04,1
"City Hotel",0,8,2016,"September",38,15,0,1,2,0,0,"SC","Online TA","A","Transient",149,3
"City Hotel",0,30,2016,"September",38,15,0,1,2,0,0,"SC","Online TA","A","Transient",125.1,2
"City Hotel",0,0,2016,"September",38,15,0,1,2,0,0,"SC","Online TA","A","Transient",106.28,0
"City Hotel",0,9,2016,"September",38,15,0,1,2,0,0,"SC","Online TA","A","Transient",149,3
"City Hotel",0,31,2016,"September",38,16,0,1,2,0,0,"SC","Online TA","A","Transient",125.1,1
"City Hotel",0,15,2016,"September",38,15,0,2,2,0,0,"BB","Online TA","D","Transient",141.68,1
"City Hotel",0,40,2016,"September",38,13,0,4,1,0,0,"BB","Groups","A","Transient-Party",108,0
"City Hotel",0,115,2016,"September",38,16,0,1,2,0,0,"SC","Online TA","A","Transient",118.8,2
"City Hotel",0,40,2016,"September",38,13,0,5,1,0,0,"BB","Groups","A","Transient-Party",108,0
"City Hotel",0,40,2016,"September",38,13,0,5,1,0,0,"BB","Groups","A","Transient-Party",108,0
"City Hotel",0,197,2016,"September",38,15,0,3,2,0,0,"SC","Online TA","A","Transient",116.1,1
"City Hotel",0,111,2016,"September",38,16,0,2,3,0,0,"BB","Online TA","D","Transient",168.3,3
"City Hotel",0,1,2016,"September",38,17,1,1,2,0,0,"BB","Online TA","D","Transient",155.54,2
"City Hotel",0,67,2016,"September",38,16,2,2,2,0,0,"BB","Direct","D","Transient",137.7,1
"City Hotel",0,89,2016,"September",38,16,2,2,2,0,0,"BB","Online TA","D","Transient",149.4,1
"City Hotel",0,88,2016,"September",38,15,2,3,2,0,0,"BB","Online TA","D","Transient",149.4,1
"City Hotel",0,56,2016,"September",39,20,0,1,2,0,0,"BB","Offline TA/TO","A","Transient",85.5,0
"City Hotel",0,57,2016,"September",39,21,0,1,2,0,0,"BB","Online TA","D","Transient",115.04,2
"City Hotel",0,57,2016,"September",39,21,0,1,2,0,0,"BB","Online TA","D","Transient",115.04,2
"City Hotel",0,20,2016,"September",39,19,1,3,1,0,0,"BB","Corporate","A","Transient",119,0
"City Hotel",0,57,2016,"September",39,21,0,2,2,0,0,"BB","Offline TA/TO","A","Transient",101.52,0
"City Hotel",0,1,2016,"September",39,22,0,1,2,0,0,"SC","Online TA","A","Transient",129.56,0
"City Hotel",0,42,2016,"August",35,27,8,20,0,0,0,"BB","Online TA","D","Transient",0,1
"City Hotel",0,123,2016,"September",39,23,0,2,2,0,0,"BB","Direct","E","Transient",162,0
"City Hotel",0,154,2016,"September",40,25,1,0,2,0,0,"BB","Direct","A","Transient",127.8,0
"City Hotel",0,0,2016,"September",40,25,1,0,2,0,0,"BB","Direct","A","Transient",130,0
"City Hotel",0,22,2016,"September",39,24,2,1,2,0,0,"BB","Direct","A","Transient",139,2
"City Hotel",0,36,2016,"September",40,25,2,0,2,0,0,"BB","Online TA","A","Transient",90.09,1
"City Hotel",0,0,2016,"September",40,27,0,1,2,0,0,"SC","Online TA","A","Transient",100.37,0
"City Hotel",0,11,2016,"September",40,25,2,1,2,0,0,"SC","Online TA","A","Transient",129,1
"City Hotel",0,0,2016,"September",40,29,0,1,2,0,0,"SC","Online TA","A","Transient",106.65,0
"City Hotel",0,76,2016,"September",40,27,0,3,1,0,0,"SC","Online TA","A","Transient",125.1,1
"City Hotel",0,57,2016,"September",39,24,2,5,2,0,0,"BB","Online TA","D","Transient",146.96,1
"City Hotel",0,64,2016,"September",40,28,0,3,2,0,0,"BB","Offline TA/TO","A","Transient",101.52,0
"City Hotel",0,64,2016,"September",40,28,0,3,2,0,0,"BB","Offline TA/TO","A","Transient",101.52,0
"City Hotel",0,78,2016,"September",40,29,0,3,2,0,0,"BB","Offline TA/TO","A","Transient",95,1
"City Hotel",0,1,2016,"September",40,30,1,2,1,0,0,"BB","Direct","E","Transient",215,0
"City Hotel",0,47,2016,"October",41,2,2,0,2,0,0,"SC","Online TA","A","Transient",83.16,2
"City Hotel",0,9,2016,"October",40,1,2,1,2,3,0,"BB","Direct","G","Transient",278.33,0
"City Hotel",0,33,2016,"October",41,3,1,0,1,0,0,"SC","Online TA","A","Transient",120.6,1
"City Hotel",0,26,2016,"October",41,2,2,0,1,0,0,"SC","Online TA","A","Transient",134,1
"City Hotel",0,0,2016,"October",40,1,2,1,1,0,0,"BB","Online TA","A","Transient",150,1
"City Hotel",0,5,2016,"October",40,1,2,2,2,0,0,"BB","Online TA","G","Transient",221.38,2
"City Hotel",0,12,2016,"October",41,2,2,1,1,0,0,"BB","Offline TA/TO","A","Transient",6,0
"City Hotel",0,21,2016,"October",41,2,2,1,2,0,0,"BB","Direct","D","Transient",61.33,0
"City Hotel",0,20,2016,"October",41,2,2,1,2,0,0,"BB","Online TA","D","Transient",164,0
"City Hotel",0,1,2016,"October",41,2,2,1,1,0,0,"BB","Online TA","A","Transient",154,1
"City Hotel",0,164,2016,"October",41,5,0,1,2,0,0,"BB","Direct","A","Transient",117,0
"City Hotel",0,185,2016,"October",41,5,0,2,2,0,0,"BB","Online TA","D","Transient",122.4,1
"City Hotel",0,45,2016,"October",41,4,0,3,2,0,0,"BB","Online TA","D","Transient",102.04,1
"City Hotel",0,49,2016,"October",41,5,0,2,1,0,0,"BB","Online TA","A","Transient",113.4,2
"City Hotel",0,0,2016,"October",41,6,0,1,1,0,0,"BB","Direct","A","Transient",158,0
"City Hotel",0,40,2016,"October",41,3,1,4,2,0,0,"BB","Online TA","D","Transient",95.48,1
"City Hotel",0,0,2016,"October",41,8,0,1,2,0,0,"SC","Direct","A","Transient",180,0
"City Hotel",0,59,2016,"October",42,9,1,0,2,0,0,"SC","Online TA","A","Transient",108,1
"City Hotel",0,59,2016,"October",42,9,1,0,2,0,0,"BB","Online TA","D","Transient",151.2,0
"City Hotel",0,95,2016,"October",41,7,1,2,3,0,0,"BB","Online TA","D","Transient",151.2,2
"City Hotel",0,163,2016,"October",41,8,1,1,1,0,0,"SC","Online TA","A","Transient",91.63,1
"City Hotel",0,102,2016,"October",42,9,1,0,2,0,0,"SC","Online TA","A","Transient",108,1
"City Hotel",0,36,2016,"October",42,13,0,1,1,0,0,"SC","Online TA","A","Group",102.6,2
"City Hotel",0,0,2016,"October",41,8,1,1,2,0,0,"SC","Online TA","A","Transient",87.2,0
"City Hotel",0,110,2016,"October",42,9,1,0,1,0,0,"BB","Offline TA/TO","A","Transient-Party",120,0
"City Hotel",0,180,2016,"October",42,10,1,2,1,0,0,"BB","Offline TA/TO","A","Group",120,0
"City Hotel",0,36,2016,"October",42,13,0,1,1,0,0,"SC","Online TA","A","Transient-Party",102.6,2
"City Hotel",0,17,2016,"October",41,7,2,2,2,0,0,"BB","Online TA","A","Transient",117.04,1
"City Hotel",0,0,2016,"October",42,10,1,0,1,0,0,"SC","Online TA","A","Transient",82.66,0
"City Hotel",0,98,2016,"October",42,9,2,1,2,0,0,"SC","Online TA","A","Transient",108,3
"City Hotel",0,13,2016,"October",42,10,1,2,2,0,0,"BB","Corporate","A","Transient",159,0
"City Hotel",0,0,2016,"October",42,12,0,1,1,0,0,"SC","Direct","B","Transient",136,0
"City Hotel",0,111,2016,"October",42,10,1,2,1,0,0,"BB","Offline TA/TO","A","Transient-Party",120,1
"City Hotel",0,36,2016,"October",42,13,0,1,1,0,0,"SC","Online TA","A","Transient-Party",102.6,2
"City Hotel",0,180,2016,"October",42,10,1,2,1,0,0,"BB","Offline TA/TO","A","Transient-Party",120,1
"City Hotel",0,36,2016,"October",42,13,0,1,1,0,0,"SC","Online TA","A","Transient-Party",102.6,2
"City Hotel",0,180,2016,"October",42,10,1,2,1,0,0,"BB","Offline TA/TO","A","Transient-Party",120,0
"City Hotel",0,113,2016,"October",42,13,0,1,1,0,0,"SC","Online TA","A","Transient-Party",108,1
"City Hotel",0,180,2016,"October",42,10,1,2,1,0,0,"BB","Offline TA/TO","A","Transient-Party",120,0
"City Hotel",0,36,2016,"October",42,13,0,1,1,0,0,"SC","Online TA","A","Transient-Party",102.6,2
"City Hotel",0,1,2016,"October",42,12,0,2,2,0,0,"SC","Online TA","A","Transient",100.1,1
"City Hotel",0,0,2016,"October",42,14,0,1,1,0,0,"SC","Direct","A","Transient-Party",108,1
"City Hotel",0,5,2016,"October",42,13,0,2,2,0,0,"BB","Online TA","G","Transient",215.6,1
"City Hotel",0,99,2016,"October",42,12,0,4,1,0,0,"BB","Direct","E","Transient",152.78,0
"City Hotel",0,99,2016,"October",42,12,0,4,2,0,0,"BB","Direct","E","Transient",152.78,0
"City Hotel",0,100,2016,"October",42,13,0,3,2,0,0,"BB","Direct","E","Transient",152.46,0
"City Hotel",0,53,2016,"October",41,8,3,6,2,0,0,"BB","Direct","G","Transient",223.2,1
"City Hotel",0,0,2016,"October",42,13,1,3,2,0,0,"BB","Direct","F","Transient",12,0
"City Hotel",0,0,2016,"October",42,15,1,1,1,0,0,"SC","Online TA","A","Transient",66.13,0
"City Hotel",0,114,2016,"October",42,12,1,4,0,0,0,"BB","Direct","D","Transient",0,0
"City Hotel",0,50,2016,"October",43,17,1,0,2,0,0,"SC","Online TA","A","Transient",108,1
"City Hotel",0,57,2016,"October",42,13,2,4,1,0,0,"BB","Direct","D","Transient",128.7,0
"City Hotel",0,57,2016,"October",42,13,2,4,1,0,0,"BB","Direct","D","Transient",128.7,0
"City Hotel",0,28,2016,"October",43,19,0,1,1,0,0,"SC","Online TA","A","Transient",87.01,1
"City Hotel",0,36,2016,"October",43,20,0,2,2,0,0,"SC","Online TA","A","Transient",119.5,2
"City Hotel",0,0,2016,"October",43,22,0,1,2,0,0,"SC","Online TA","A","Transient",120,0
"City Hotel",0,7,2016,"October",43,21,0,2,2,0,0,"SC","Online TA","A","Transient",116.8,1
"City Hotel",0,193,2016,"October",43,19,0,4,1,0,0,"BB","Offline TA/TO","A","Transient",72.76,1
"City Hotel",0,0,2016,"October",43,22,0,1,1,0,0,"SC","Online TA","A","Transient",75.28,0
"City Hotel",0,220,2016,"October",43,20,1,3,2,0,0,"SC","Online TA","A","Transient",80.75,1
"City Hotel",0,220,2016,"October",43,20,1,3,2,0,0,"SC","Online TA","A","Transient",80.75,1
"City Hotel",0,3,2016,"October",44,25,0,1,1,0,0,"SC","Online TA","A","Transient",84.7,1
"City Hotel",0,7,2016,"October",44,25,0,1,2,0,0,"SC","Online TA","A","Transient",120,1
"City Hotel",0,69,2016,"October",44,28,0,1,1,0,0,"SC","Online TA","A","Transient",57.52,1
"City Hotel",0,86,2016,"October",44,25,0,4,3,0,0,"BB","Online TA","D","Transient",123.3,1
"City Hotel",0,2,2016,"October",44,27,0,2,1,0,0,"SC","Online TA","A","Transient",139,3
"City Hotel",0,21,2016,"October",44,29,2,2,1,0,0,"SC","Online TA","A","Transient",109,1
"City Hotel",0,88,2016,"October",45,30,2,1,2,0,0,"BB","Direct","A","Transient",75.4,3
"City Hotel",0,71,2016,"November",45,3,0,1,2,0,0,"SC","Online TA","A","Transient",79.2,2
"City Hotel",0,71,2016,"November",45,3,0,1,2,0,0,"SC","Online TA","A","Transient",79.2,2
"City Hotel",0,95,2016,"October",45,30,2,4,2,0,0,"BB","Offline TA/TO","A","Transient",68,0
"City Hotel",0,11,2016,"November",45,1,1,5,2,0,0,"BB","Corporate","C","Transient",110,1
"City Hotel",0,94,2016,"November",45,3,1,3,2,0,0,"SC","Online TA","A","Transient",79.2,1
"City Hotel",0,94,2016,"November",45,3,1,3,2,0,0,"SC","Online TA","A","Transient",79.2,1
"City Hotel",0,46,2016,"November",46,6,1,0,1,0,0,"BB","Online TA","A","Transient",97.2,2
"City Hotel",0,11,2016,"November",45,3,2,4,2,0,0,"SC","Online TA","A","Transient",96.41,1
"City Hotel",0,145,2016,"November",46,7,1,3,2,0,0,"BB","Online TA","A","Transient",174.15,2
"City Hotel",0,20,2016,"November",46,7,1,3,1,0,0,"SC","Online TA","A","Transient",171.13,2
"City Hotel",0,72,2016,"November",46,9,0,2,2,0,0,"BB","Online TA","A","Transient",175.5,2
"City Hotel",0,5,2016,"November",46,6,2,3,2,0,0,"SC","Online TA","A","Transient",106.68,1
"City Hotel",0,17,2016,"November",46,9,0,4,2,0,0,"BB","Online TA","D","Transient",143.43,1
"City Hotel",0,57,2016,"November",46,11,0,2,2,0,0,"SC","Online TA","A","Transient",79.2,1
"City Hotel",0,33,2016,"November",46,11,0,2,1,0,0,"SC","Online TA","A","Transient",104,1
"City Hotel",0,33,2016,"November",46,11,0,2,1,0,0,"SC","Online TA","A","Transient",110,1
"City Hotel",0,28,2016,"November",46,8,1,5,1,0,0,"BB","Direct","D","Transient",147.15,0
"City Hotel",0,92,2016,"November",46,11,1,2,2,0,0,"BB","Direct","A","Transient",106.5,1
"City Hotel",0,71,2016,"November",46,8,1,5,2,1,0,"BB","Online TA","F","Transient",155.49,1
"City Hotel",0,4,2016,"November",47,13,1,0,1,0,0,"SC","Online TA","A","Transient",65.46,1
"City Hotel",0,53,2016,"November",46,11,1,2,2,0,0,"BB","Direct","A","Transient",79.2,0
"City Hotel",0,104,2016,"November",46,12,2,3,2,0,0,"BB","Direct","E","Transient",108.43,2
"City Hotel",0,5,2016,"November",47,13,2,3,1,0,0,"BB","Corporate","A","Transient-Party",84,0
"City Hotel",0,8,2016,"November",47,15,0,4,1,0,0,"BB","Online TA","A","Transient",97,3
"City Hotel",0,27,2016,"November",47,16,0,4,2,0,0,"BB","Online TA","A","Transient",88.4,2
"City Hotel",0,77,2016,"November",47,19,1,1,2,0,0,"BB","Online TA","A","Transient",93.6,1
"City Hotel",0,260,2016,"November",47,16,1,4,2,0,0,"BB","Online TA","A","Transient",56.94,1
"City Hotel",0,54,2016,"November",47,18,2,2,2,0,0,"SC","Online TA","A","Transient",74.8,1
"City Hotel",0,16,2016,"November",48,23,0,1,2,1,0,"SC","Online TA","A","Transient",70.41,0
"City Hotel",0,19,2016,"November",48,26,4,7,0,0,0,"SC","Online TA","A","Group",6.4,0
"City Hotel",0,29,2016,"November",48,24,0,3,3,0,0,"BB","Direct","D","Transient",124.5,0
"City Hotel",0,30,2016,"November",48,25,1,2,2,0,0,"BB","Direct","D","Transient",94.5,0
